Year, Month, EcoregionIndex, SpeciesName, CohortAge, CohortWoodB, CohortLeafB, MortalityAGEwood, MortalityAGEleaf, MortalityBIOwood, MortalityBIOleaf, availableWater,LAI,tlai,rlai,mineralNalloc, resorbedNalloc, limitLAI, limitH20, limitT, limitCapacity, limitN, maxNPP, Bmax, Bsite, Bcohort, soilTemp, actualWoodNPP, actualLeafNPP, NPPwood, NPPleaf, resorbedNused, mineralNused, Ndemand,deltaWood, deltaLeaf, totalMortalityWood, totalMortalityLeaf, 
1,7,12,fraxexce,2,96.0,11.2,0.00,0.00,0.29,0.00,4.64,0.10,0.04,0.99,1.85,0.00,0.05,1.00,0.88,0.99,1.00,482,32682,409,107.2,17.7,12.56,6.76,5.90,3.18,0.00,0.29,0.29,12.27,6.76,0.29,0.00,
1,7,12,cratmono,2,79.3,10.2,0.00,0.00,0.32,0.00,4.64,0.10,0.02,0.99,1.59,0.00,0.05,1.00,0.98,0.99,1.00,320,19116,428,89.5,17.7,10.02,4.30,4.71,2.02,0.00,0.21,0.21,9.70,4.30,0.32,0.00,
1,7,12,fagusylv,2,95.8,11.2,0.00,0.00,0.29,0.00,4.64,0.10,0.04,0.99,1.85,0.02,0.05,1.00,0.88,0.99,1.00,482,32682,442,107.0,17.7,12.56,6.76,5.90,3.18,0.00,0.19,0.19,12.27,6.76,0.29,0.00,
1,7,12,querrobu,2,95.6,11.2,0.00,0.00,0.29,0.00,4.64,0.10,0.04,0.99,1.85,0.09,0.05,1.00,0.88,0.99,1.00,482,32682,461,106.9,17.7,12.56,6.76,5.90,3.18,0.00,0.20,0.20,12.27,6.76,0.29,0.00,
1,8,12,fraxexce,2,108.2,18.0,0.00,0.00,0.32,0.00,5.27,0.10,0.05,1.00,1.68,0.00,0.05,1.00,0.84,0.99,1.00,482,32682,480,126.2,17.1,12.04,6.48,5.66,3.05,0.00,0.28,0.28,11.71,6.48,0.32,0.00,
1,8,12,cratmono,2,89.0,14.5,0.00,0.00,0.36,0.00,5.27,0.10,0.02,1.00,1.44,0.00,0.05,1.00,0.97,0.99,1.00,320,19116,498,103.5,17.1,9.91,4.25,4.66,2.00,0.00,0.21,0.21,9.55,4.25,0.36,0.00,
1,8,12,fagusylv,2,108.0,18.0,0.00,0.00,0.32,0.00,5.27,0.10,0.05,1.00,1.67,0.02,0.05,1.00,0.84,0.99,1.00,482,32682,512,126.0,17.1,12.04,6.48,5.66,3.05,0.00,0.18,0.18,11.71,6.48,0.32,0.00,
1,8,12,querrobu,2,107.9,18.0,0.00,0.00,0.32,0.00,5.27,0.10,0.05,1.00,1.67,0.09,0.05,1.00,0.84,0.99,1.00,482,32682,530,125.9,17.1,12.04,6.48,5.66,3.05,0.00,0.19,0.19,11.71,6.48,0.32,0.00,
1,9,12,fraxexce,2,119.9,24.5,0.00,0.00,0.36,24.49,5.74,0.10,0.05,1.00,1.52,0.00,0.05,1.00,0.65,0.99,1.00,482,32682,549,144.4,14.6,9.23,4.97,4.34,2.34,0.00,0.21,0.21,8.87,-19.52,0.36,24.49,
1,9,12,cratmono,2,98.6,18.7,0.00,0.00,0.39,18.74,5.74,0.10,0.03,1.00,1.30,0.00,0.05,1.00,0.89,0.99,1.00,320,19116,538,117.3,14.6,9.12,3.91,4.28,1.84,0.00,0.19,0.19,8.72,-14.83,0.39,18.74,
1,9,12,fagusylv,2,119.7,24.5,0.00,0.00,0.36,24.49,5.74,0.10,0.05,1.00,1.51,0.02,0.05,1.00,0.65,0.99,1.00,482,32682,532,144.2,14.6,9.23,4.97,4.34,2.34,0.00,0.14,0.14,8.87,-19.52,0.36,24.49,
1,9,12,querrobu,2,119.6,24.5,0.00,0.00,0.36,24.49,5.74,0.10,0.05,1.00,1.51,0.09,0.05,1.00,0.65,0.99,1.00,482,32682,521,144.1,14.6,9.23,4.97,4.34,2.34,0.00,0.15,0.15,8.87,-19.52,0.36,24.49,
1,10,12,fraxexce,2,128.8,5.0,0.00,0.00,0.39,4.97,8.15,0.10,0.05,0.88,1.41,0.18,0.05,1.00,0.38,0.99,1.00,482,32682,510,133.8,11.6,5.40,2.91,2.54,1.37,0.00,0.13,0.13,5.01,-2.06,0.39,4.97,
1,10,12,cratmono,2,107.3,3.9,0.00,0.00,0.43,3.91,8.15,0.10,0.03,0.81,1.21,0.35,0.05,1.00,0.74,0.99,1.00,320,19116,513,111.2,11.6,7.55,3.24,3.55,1.52,0.00,0.16,0.16,7.12,-0.67,0.43,3.91,
1,10,12,fagusylv,2,128.6,5.0,0.00,0.00,0.39,4.97,8.15,0.10,0.05,0.88,1.41,0.22,0.05,1.00,0.38,0.99,1.00,482,32682,519,133.6,11.6,5.40,2.91,2.54,1.37,0.00,0.08,0.08,5.01,-2.06,0.39,4.97,
1,10,12,querrobu,2,128.5,5.0,0.00,0.00,0.39,4.97,8.15,0.10,0.05,0.88,1.41,0.34,0.05,1.00,0.38,0.99,1.00,482,32682,522,133.5,11.6,5.40,2.91,2.54,1.37,0.00,0.09,0.09,5.01,-2.06,0.39,4.97,
1,11,12,fraxexce,2,133.8,2.9,0.00,0.00,0.40,2.91,10.05,0.00,0.06,0.71,1.39,0.22,0.00,1.00,0.11,0.99,1.00,482,32682,525,136.7,7.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.40,-2.91,0.40,2.91,
1,11,12,cratmono,2,114.4,3.2,0.00,0.00,0.46,3.24,10.05,0.00,0.03,0.75,1.20,0.42,0.00,1.00,0.47,0.99,1.00,320,19116,522,117.7,7.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.46,-3.24,0.46,3.24,
1,11,12,fagusylv,2,133.6,2.9,0.00,0.00,0.40,2.91,10.05,0.00,0.06,0.71,1.39,0.26,0.00,1.00,0.11,0.99,1.00,482,32682,518,136.5,7.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.40,-2.91,0.40,2.91,
1,11,12,querrobu,2,133.5,2.9,0.00,0.00,0.40,2.91,10.05,0.00,0.06,0.71,1.39,0.40,0.00,1.00,0.11,0.99,1.00,482,32682,515,136.4,7.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.40,-2.91,0.40,2.91,
1,12,12,fraxexce,2,133.4,0.0,0.00,0.00,0.40,0.00,11.50,0.00,0.06,0.00,1.49,0.24,0.00,1.00,0.04,0.99,1.00,482,32682,512,133.4,5.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.40,0.00,0.40,0.00,
1,12,12,cratmono,2,114.0,0.0,0.00,0.00,0.46,0.00,11.50,0.00,0.03,0.00,1.28,0.48,0.00,1.00,0.31,0.99,1.00,320,19116,512,114.0,5.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.46,0.00,0.46,0.00,
1,12,12,fagusylv,2,133.2,0.0,0.00,0.00,0.40,0.00,11.50,0.00,0.06,0.00,1.49,0.28,0.00,1.00,0.04,0.99,1.00,482,32682,512,133.2,5.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.40,0.00,0.40,0.00,
1,12,12,querrobu,2,133.1,0.0,0.00,0.00,0.40,0.00,11.50,0.00,0.06,0.00,1.49,0.43,0.00,1.00,0.04,0.99,1.00,482,32682,511,133.1,5.4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.40,0.00,0.40,0.00,
1,1,12,fraxexce,2,133.0,0.0,0.00,0.00,0.40,0.00,11.62,0.00,0.06,0.00,1.58,0.24,0.00,1.00,0.03,0.99,1.00,482,32682,510,133.0,4.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.40,0.00,0.40,0.00,
1,1,12,cratmono,2,113.5,0.0,0.00,0.00,0.45,0.00,11.62,0.00,0.03,0.00,1.36,0.48,0.00,1.00,0.28,0.99,1.00,320,19116,509,113.5,4.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.45,0.00,0.45,0.00,
1,1,12,fagusylv,2,132.8,0.0,0.00,0.00,0.40,0.00,11.62,0.00,0.06,0.00,1.58,0.28,0.00,1.00,0.03,0.99,1.00,482,32682,509,132.8,4.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.40,0.00,0.40,0.00,
1,1,12,querrobu,2,132.7,0.0,0.00,0.00,0.40,0.00,11.62,0.00,0.06,0.00,1.58,0.43,0.00,1.00,0.03,0.99,1.00,482,32682,509,132.7,4.9,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.40,0.00,0.40,0.00,
1,2,12,fraxexce,2,132.6,0.0,0.00,0.00,0.40,0.00,10.33,0.00,0.06,0.00,1.66,0.24,0.00,1.00,0.03,0.99,1.00,482,32682,509,132.6,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.40,0.00,0.40,0.00,
1,2,12,cratmono,2,113.0,0.0,0.00,0.00,0.45,0.00,10.33,0.00,0.03,0.00,1.42,0.48,0.00,1.00,0.29,0.99,1.00,320,19116,509,113.0,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.45,0.00,0.45,0.00,
1,2,12,fagusylv,2,132.4,0.0,0.00,0.00,0.40,0.00,10.33,0.00,0.06,0.00,1.66,0.28,0.00,1.00,0.03,0.99,1.00,482,32682,508,132.4,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.40,0.00,0.40,0.00,
1,2,12,querrobu,2,132.3,0.0,0.00,0.00,0.40,0.00,10.33,0.00,0.06,0.00,1.65,0.43,0.00,1.00,0.03,0.99,1.00,482,32682,508,132.3,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.40,0.00,0.40,0.00,
1,3,12,fraxexce,2,132.2,0.0,0.00,0.00,0.40,0.00,9.59,0.00,0.06,0.00,1.73,0.24,0.00,1.00,0.07,0.99,1.00,482,32682,507,132.2,6.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.40,0.00,0.40,0.00,
1,3,12,cratmono,2,112.6,0.0,0.00,0.00,0.45,0.00,9.59,0.00,0.03,0.00,1.49,0.48,0.00,1.00,0.40,0.99,1.00,320,19116,506,112.6,6.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.45,0.00,0.45,0.00,
1,3,12,fagusylv,2,132.0,0.0,0.00,0.00,0.40,0.00,9.59,0.00,0.06,0.00,1.73,0.28,0.00,1.00,0.07,0.99,1.00,482,32682,506,132.0,6.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.40,0.00,0.40,0.00,
1,3,12,querrobu,2,131.9,0.0,0.00,0.00,0.40,0.00,9.59,0.00,0.06,0.00,1.72,0.43,0.00,1.00,0.07,0.99,1.00,482,32682,505,131.9,6.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.40,0.00,0.40,0.00,
1,4,12,fraxexce,2,131.8,0.0,0.00,0.00,0.40,0.00,7.85,0.10,0.06,0.00,1.80,0.24,0.05,1.00,0.17,0.99,1.00,482,32682,505,131.8,8.9,2.49,1.34,1.17,0.63,0.06,0.00,0.06,2.10,1.34,0.40,0.00,
1,4,12,cratmono,2,112.1,0.0,0.00,0.00,0.45,0.00,7.85,0.10,0.03,0.00,1.54,0.48,0.05,1.00,0.56,0.99,1.00,320,19116,509,112.1,8.9,5.68,2.43,2.67,1.14,0.12,0.00,0.12,5.23,2.43,0.45,0.00,
1,4,12,fagusylv,2,131.6,0.0,0.00,0.00,0.39,0.00,7.85,0.10,0.06,0.00,1.79,0.28,0.05,1.00,0.17,0.99,1.00,482,32682,516,131.6,8.9,2.49,1.34,1.17,0.63,0.04,0.00,0.04,2.10,1.34,0.39,0.00,
1,4,12,querrobu,2,131.5,0.0,0.00,0.00,0.39,0.00,7.85,0.10,0.06,0.00,1.79,0.43,0.05,1.00,0.17,0.99,1.00,482,32682,520,131.5,8.9,2.49,1.34,1.17,0.63,0.04,0.00,0.04,2.10,1.34,0.39,0.00,
1,5,12,fraxexce,2,133.9,1.3,0.00,0.00,0.40,0.00,6.42,0.10,0.06,0.43,1.87,0.18,0.05,1.00,0.42,0.99,1.00,482,32682,523,135.3,12.1,6.03,3.25,2.83,1.53,0.14,0.00,0.14,5.63,3.25,0.40,0.00,
1,5,12,cratmono,2,117.4,2.4,0.00,0.00,0.47,0.00,6.42,0.10,0.03,0.64,1.61,0.37,0.05,1.00,0.77,0.99,1.00,320,19116,532,119.8,12.1,7.86,3.37,3.69,1.58,0.16,0.00,0.16,7.39,3.37,0.47,0.00,
1,5,12,fagusylv,2,133.7,1.3,0.00,0.00,0.40,0.00,6.42,0.10,0.06,0.43,1.87,0.25,0.05,1.00,0.42,0.99,1.00,482,32682,543,135.1,12.1,6.03,3.25,2.83,1.53,0.09,0.00,0.09,5.63,3.25,0.40,0.00,
1,5,12,querrobu,2,133.6,1.3,0.00,0.00,0.40,0.00,6.42,0.10,0.06,0.43,1.87,0.39,0.05,1.00,0.42,0.99,1.00,482,32682,551,135.0,12.1,6.03,3.25,2.83,1.53,0.10,0.00,0.10,5.63,3.25,0.40,0.00,
1,6,12,fraxexce,3,139.6,4.6,0.00,0.00,0.42,0.00,5.49,0.10,0.06,0.86,1.96,0.04,0.05,1.00,0.68,0.99,1.00,482,32682,560,144.1,15.0,9.75,5.25,4.58,2.47,0.04,0.18,0.23,9.33,5.25,0.42,0.00,
1,6,12,cratmono,3,124.8,5.8,0.00,0.00,0.50,0.00,5.49,0.10,0.03,0.91,1.69,0.20,0.05,1.00,0.91,0.99,1.00,320,19116,574,130.6,15.0,9.28,3.98,4.36,1.87,0.19,0.00,0.19,8.78,3.98,0.50,0.00,
1,6,12,fagusylv,3,139.4,4.6,0.00,0.00,0.42,0.00,5.49,0.10,0.06,0.86,1.96,0.16,0.05,1.00,0.68,0.99,1.00,482,32682,587,143.9,15.0,9.75,5.25,4.58,2.47,0.14,0.00,0.14,9.33,5.25,0.42,0.00,
1,6,12,querrobu,3,139.2,4.6,0.00,0.00,0.42,0.00,5.49,0.10,0.06,0.86,1.96,0.29,0.05,1.00,0.68,0.99,1.00,482,32682,602,143.8,15.0,9.75,5.25,4.58,2.47,0.16,0.00,0.16,9.33,5.25,0.42,0.00,
2,7,12,fraxexce,3,148.9,9.8,0.00,0.00,0.45,0.00,4.69,0.10,0.06,0.98,1.97,0.00,0.05,1.00,0.83,0.99,1.00,482,32682,617,158.7,16.9,11.86,6.39,5.58,3.00,0.00,0.28,0.28,11.42,6.39,0.45,0.00,
2,7,12,cratmono,3,133.5,9.8,0.00,0.00,0.53,0.00,4.69,0.10,0.03,0.98,1.83,0.01,0.05,1.00,0.97,0.99,1.00,320,19116,635,143.3,16.9,9.87,4.23,4.64,1.99,0.00,0.20,0.20,9.33,4.23,0.53,0.00,
2,7,12,fagusylv,3,148.7,9.8,0.00,0.00,0.45,0.00,4.69,0.10,0.06,0.98,1.97,0.01,0.05,1.00,0.83,0.99,1.00,482,32682,648,158.5,16.9,11.86,6.39,5.58,3.00,0.00,0.18,0.18,11.42,6.39,0.45,0.00,
2,7,12,querrobu,3,148.6,9.8,0.00,0.00,0.45,0.00,4.69,0.10,0.06,0.98,1.97,0.13,0.05,1.00,0.83,0.99,1.00,482,32682,666,158.4,16.9,11.86,6.39,5.58,3.00,0.00,0.19,0.19,11.42,6.39,0.45,0.00,
2,8,12,fraxexce,3,160.3,16.2,0.00,0.00,0.48,0.00,5.32,0.10,0.07,1.00,1.84,0.00,0.05,1.00,0.82,0.99,1.00,482,32682,684,176.5,16.7,11.66,6.28,5.48,2.95,0.00,0.27,0.27,11.18,6.28,0.48,0.00,
2,8,12,cratmono,3,142.9,14.0,0.00,0.00,0.57,0.00,5.32,0.10,0.04,1.00,1.71,0.01,0.05,1.00,0.96,0.99,1.00,320,19116,701,156.9,16.7,9.82,4.21,4.61,1.98,0.00,0.20,0.20,9.25,4.21,0.57,0.00,
2,8,12,fagusylv,3,160.1,16.2,0.00,0.00,0.48,0.00,5.32,0.10,0.07,1.00,1.84,0.01,0.05,1.00,0.82,0.99,1.00,482,32682,715,176.3,16.7,11.66,6.28,5.48,2.95,0.00,0.17,0.17,11.18,6.28,0.48,0.00,
2,8,12,querrobu,3,160.0,16.2,0.00,0.00,0.48,0.00,5.32,0.10,0.07,1.00,1.84,0.13,0.05,1.00,0.82,0.99,1.00,482,32682,732,176.2,16.7,11.66,6.28,5.48,2.95,0.00,0.19,0.19,11.18,6.28,0.48,0.00,
2,9,12,fraxexce,3,171.5,22.5,0.00,0.00,0.51,22.51,5.80,0.10,0.07,1.00,1.74,0.00,0.05,1.00,0.64,0.99,1.00,482,32682,749,194.0,14.5,9.09,4.90,4.27,2.30,0.00,0.21,0.21,8.58,-17.61,0.51,22.51,
2,9,12,cratmono,3,152.1,18.2,0.00,0.00,0.61,18.21,5.80,0.10,0.04,1.00,1.62,0.01,0.05,1.00,0.89,0.99,1.00,320,19116,740,170.3,14.5,9.07,3.89,4.26,1.83,0.00,0.19,0.19,8.46,-14.33,0.61,18.21,
2,9,12,fagusylv,3,171.3,22.5,0.00,0.00,0.51,22.51,5.80,0.10,0.07,1.00,1.74,0.01,0.05,1.00,0.64,0.99,1.00,482,32682,734,193.8,14.5,9.09,4.90,4.27,2.30,0.00,0.13,0.13,8.58,-17.61,0.51,22.51,
2,9,12,querrobu,3,171.2,22.5,0.00,0.00,0.51,22.51,5.80,0.10,0.07,1.00,1.74,0.13,0.05,1.00,0.64,0.99,1.00,482,32682,725,193.7,14.5,9.09,4.90,4.27,2.30,0.00,0.15,0.15,8.58,-17.61,0.51,22.51,
2,10,12,fraxexce,3,180.1,4.9,0.00,0.00,0.54,4.90,8.16,0.10,0.08,0.87,1.70,0.17,0.05,1.00,0.37,0.99,1.00,482,32682,716,185.0,11.5,5.29,2.85,2.49,1.34,0.00,0.12,0.12,4.75,-2.05,0.54,4.90,
2,10,12,cratmono,3,160.6,3.9,0.00,0.00,0.64,3.89,8.16,0.10,0.04,0.81,1.57,0.35,0.05,1.00,0.73,0.99,1.00,320,19116,719,164.5,11.5,7.49,3.21,3.52,1.51,0.00,0.16,0.16,6.85,-0.68,0.64,3.89,
2,10,12,fagusylv,3,179.9,4.9,0.00,0.00,0.54,4.90,8.16,0.10,0.08,0.87,1.69,0.19,0.05,1.00,0.37,0.99,1.00,482,32682,725,184.8,11.5,5.29,2.85,2.49,1.34,0.00,0.08,0.08,4.75,-2.05,0.54,4.90,
2,10,12,querrobu,3,179.7,4.9,0.00,0.00,0.54,4.90,8.16,0.10,0.08,0.87,1.69,0.37,0.05,1.00,0.37,0.99,1.00,482,32682,728,184.6,11.5,5.29,2.85,2.49,1.34,0.00,0.08,0.08,4.75,-2.05,0.54,4.90,
2,11,12,fraxexce,3,184.8,2.8,0.00,0.00,0.55,2.85,10.05,0.00,0.08,0.70,1.72,0.20,0.00,1.00,0.11,0.99,1.00,482,32682,731,187.7,7.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,-2.85,0.55,2.85,
2,11,12,cratmono,3,167.4,3.2,0.00,0.00,0.67,3.21,10.05,0.00,0.04,0.74,1.59,0.43,0.00,1.00,0.47,0.99,1.00,320,19116,728,170.6,7.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.67,-3.21,0.67,3.21,
2,11,12,fagusylv,3,184.6,2.8,0.00,0.00,0.55,2.85,10.05,0.00,0.08,0.70,1.72,0.23,0.00,1.00,0.11,0.99,1.00,482,32682,724,187.5,7.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,-2.85,0.55,2.85,
2,11,12,querrobu,3,184.5,2.8,0.00,0.00,0.55,2.85,10.05,0.00,0.08,0.70,1.72,0.42,0.00,1.00,0.11,0.99,1.00,482,32682,721,187.3,7.7,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,-2.85,0.55,2.85,
2,12,12,fraxexce,3,184.3,0.0,0.00,0.00,0.55,0.00,11.50,0.00,0.08,0.00,1.81,0.22,0.00,1.00,0.04,0.99,1.00,482,32682,717,184.3,5.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.55,0.00,
2,12,12,cratmono,3,166.8,0.0,0.00,0.00,0.67,0.00,11.50,0.00,0.04,0.00,1.68,0.49,0.00,1.00,0.31,0.99,1.00,320,19116,716,166.8,5.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.67,0.00,0.67,0.00,
2,12,12,fagusylv,3,184.1,0.0,0.00,0.00,0.55,0.00,11.50,0.00,0.08,0.00,1.81,0.26,0.00,1.00,0.04,0.99,1.00,482,32682,716,184.1,5.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.55,0.00,
2,12,12,querrobu,3,183.9,0.0,0.00,0.00,0.55,0.00,11.50,0.00,0.08,0.00,1.81,0.44,0.00,1.00,0.04,0.99,1.00,482,32682,715,183.9,5.5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.55,0.00,
2,1,12,fraxexce,3,183.7,0.0,0.00,0.00,0.55,0.00,11.62,0.00,0.08,0.00,1.90,0.22,0.00,1.00,0.03,0.99,1.00,482,32682,715,183.7,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.55,0.00,
2,1,12,cratmono,3,166.1,0.0,0.00,0.00,0.66,0.00,11.62,0.00,0.04,0.00,1.76,0.49,0.00,1.00,0.28,0.99,1.00,320,19116,715,166.1,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.66,0.00,0.66,0.00,
2,1,12,fagusylv,3,183.5,0.0,0.00,0.00,0.55,0.00,11.62,0.00,0.08,0.00,1.90,0.26,0.00,1.00,0.03,0.99,1.00,482,32682,714,183.5,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.55,0.00,
2,1,12,querrobu,3,183.4,0.0,0.00,0.00,0.55,0.00,11.62,0.00,0.08,0.00,1.89,0.44,0.00,1.00,0.03,0.99,1.00,482,32682,713,183.4,5.0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.55,0.00,
2,2,12,fraxexce,3,183.2,0.0,0.00,0.00,0.55,0.00,10.33,0.00,0.08,0.00,1.97,0.22,0.00,1.00,0.03,0.99,1.00,482,32682,712,183.2,5.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.55,0.00,
2,2,12,cratmono,3,165.4,0.0,0.00,0.00,0.66,0.00,10.33,0.00,0.04,0.00,1.83,0.49,0.00,1.00,0.29,0.99,1.00,320,19116,711,165.4,5.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.66,0.00,0.66,0.00,
2,2,12,fagusylv,3,183.0,0.0,0.00,0.00,0.55,0.00,10.33,0.00,0.08,0.00,1.97,0.26,0.00,1.00,0.03,0.99,1.00,482,32682,710,183.0,5.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.55,0.00,
2,2,12,querrobu,3,182.8,0.0,0.00,0.00,0.55,0.00,10.33,0.00,0.08,0.00,1.97,0.44,0.00,1.00,0.03,0.99,1.00,482,32682,710,182.8,5.1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.55,0.00,
2,3,12,fraxexce,3,182.6,0.0,0.00,0.00,0.55,0.00,9.59,0.00,0.08,0.00,2.04,0.22,0.00,1.00,0.07,0.99,1.00,482,32682,710,182.6,6.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.55,0.00,
2,3,12,cratmono,3,164.8,0.0,0.00,0.00,0.66,0.00,9.59,0.00,0.04,0.00,1.89,0.49,0.00,1.00,0.40,0.99,1.00,320,19116,710,164.8,6.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.66,0.00,0.66,0.00,
2,3,12,fagusylv,3,182.4,0.0,0.00,0.00,0.55,0.00,9.59,0.00,0.08,0.00,2.04,0.26,0.00,1.00,0.07,0.99,1.00,482,32682,710,182.4,6.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.55,0.00,
2,3,12,querrobu,3,182.3,0.0,0.00,0.00,0.55,0.00,9.59,0.00,0.08,0.00,2.04,0.44,0.00,1.00,0.07,0.99,1.00,482,32682,709,182.3,6.8,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-0.55,0.00,0.55,0.00,
2,4,12,fraxexce,3,182.1,0.0,0.00,0.00,0.55,0.00,7.82,0.10,0.08,0.00,2.14,0.22,0.05,1.00,0.17,0.99,1.00,482,32682,708,182.1,8.8,2.44,1.31,1.14,0.62,0.06,0.00,0.06,1.89,1.31,0.55,0.00,
2,4,12,cratmono,3,164.1,0.0,0.00,0.00,0.66,0.00,7.82,0.10,0.04,0.00,1.98,0.49,0.05,1.00,0.55,0.99,1.00,320,19116,711,164.1,8.8,5.62,2.41,2.64,1.13,0.12,0.00,0.12,4.97,2.41,0.66,0.00,
2,4,12,fagusylv,3,181.9,0.0,0.00,0.00,0.55,0.00,7.82,0.10,0.08,0.00,2.14,0.26,0.05,1.00,0.17,0.99,1.00,482,32682,718,181.9,8.8,2.44,1.31,1.14,0.62,0.04,0.00,0.04,1.89,1.31,0.55,0.00,
2,4,12,querrobu,3,181.7,0.0,0.00,0.00,0.55,0.00,7.82,0.10,0.08,0.00,2.14,0.44,0.05,1.00,0.17,0.99,1.00,482,32682,722,181.7,8.8,2.44,1.31,1.14,0.62,0.04,0.00,0.04,1.89,1.31,0.55,0.00,
2,5,12,fraxexce,3,184.0,1.3,0.00,0.00,0.55,0.00,6.39,0.10,0.08,0.43,2.26,0.17,0.05,1.00,0.41,0.99,1.00,482,32682,725,185.3,12.0,5.88,3.16,2.76,1.49,0.14,0.00,0.14,5.32,3.16,0.55,0.00,
2,5,12,cratmono,3,169.1,2.4,0.00,0.00,0.68,0.00,6.39,0.10,0.04,0.64,2.10,0.37,0.05,1.00,0.76,0.99,1.00,320,19116,733,171.5,12.0,7.78,3.34,3.66,1.57,0.16,0.00,0.16,7.11,3.34,0.68,0.00,
2,5,12,fagusylv,3,183.8,1.3,0.00,0.00,0.55,0.00,6.39,0.10,0.08,0.43,2.26,0.22,0.05,1.00,0.41,0.99,1.00,482,32682,743,185.1,12.0,5.88,3.16,2.76,1.49,0.09,0.00,0.09,5.32,3.16,0.55,0.00,
2,5,12,querrobu,3,183.6,1.3,0.00,0.00,0.55,0.00,6.39,0.10,0.08,0.43,2.26,0.41,0.05,1.00,0.41,0.99,1.00,482,32682,751,184.9,12.0,5.88,3.16,2.76,1.49,0.09,0.00,0.09,5.32,3.16,0.55,0.00,
2,6,12,fraxexce,4,189.3,4.5,0.00,0.00,0.57,0.00,5.50,0.10,0.08,0.85,2.41,0.03,0.05,1.00,0.68,0.99,1.00,482,32682,760,193.7,14.9,9.66,5.20,4.54,2.44,0.03,0.19,0.22,9.09,5.20,0.57,0.00,
2,6,12,cratmono,4,176.2,5.7,0.00,0.00,0.70,0.00,5.50,0.10,0.04,0.91,2.23,0.21,0.05,1.00,0.91,0.99,1.00,320,19116,775,181.9,14.9,9.25,3.96,4.35,1.86,0.19,0.00,0.19,8.55,3.96,0.70,0.00,
2,6,12,fagusylv,4,189.1,4.5,0.00,0.00,0.57,0.00,5.50,0.10,0.08,0.85,2.40,0.13,0.05,1.00,0.68,0.99,1.00,482,32682,788,193.6,14.9,9.66,5.20,4.54,2.44,0.13,0.01,0.14,9.09,5.20,0.57,0.00,
2,6,12,querrobu,4,189.0,4.5,0.00,0.00,0.57,0.00,5.50,0.10,0.08,0.85,2.40,0.31,0.05,1.00,0.68,0.99,1.00,482,32682,802,193.4,14.9,9.66,5.20,4.54,2.44,0.15,0.00,0.15,9.09,5.20,0.57,0.00,
