Time,Ecoregion,EcoregionIndex,NumSites,SppBiomass_abiegran,SppBiomass_acercamp,SppBiomass_acerpseu,SppBiomass_alnuglut,SppBiomass_betupend,SppBiomass_carpbetu,SppBiomass_castsati,SppBiomass_chamlaws,SppBiomass_coryavel,SppBiomass_cratmono,SppBiomass_fagusylv,SppBiomass_franalnu,SppBiomass_fraxexce,SppBiomass_ilexaqui,SppBiomass_larideci,SppBiomass_malusylv,SppBiomass_piceabie,SppBiomass_picesitc,SppBiomass_pinunigr,SppBiomass_pinupond,SppBiomass_pinusylv,SppBiomass_popualba,SppBiomass_prunspin,SppBiomass_pseumenz,SppBiomass_querrobu,SppBiomass_querrubr,SppBiomass_salicine,SppBiomass_sequsemp,SppBiomass_sorbaria,SppBiomass_sorbaucu,SppBiomass_sorbtorm,SppBiomass_taxubacc,SppBiomass_tiliplat,SppBiomass_tsughete,SppBiomass_vibuopul,
0, eco17, 12, 7434, 0, 0, 11.28213234348, 73.201914733156, 986.715077630865, 0, 320.892113532435, 0, 36.4855696129356, 294.036106684338, 11127.0233239827, 24.7835181797901, 85.0521934412807, 1129.0532552545, 2.83696676217839, 22.0665428309406, 21.6028847939422, 22.5059537110163, 102.464077813798, 0, 155.534475017851, 7.88284448311154, 15.7388718230191, 18.4366192482863, 17641.3865897564, 0, 150.903863050426, 0, 7.98114838188362, 4.46522429607105, 4.60789079848303, 56.2160420546713, 0, 8.09883508689948, 0.347072557188152, 
0, eco18, 13, 2972, 0, 0, 64.3217391762406, 0, 1482.45406578752, 0, 54.3718514731242, 0, 60.0057527585755, 223.797618003424, 5466.48275600243, 108.16076646294, 53.7547706152196, 2557.55627852654, 0.044621895010988, 42.8302625294168, 6.25855877389818, 0, 20.139121773105, 0, 321.839808437096, 101.46937179052, 7.90792257275588, 84.6995640956216, 7594.33895929986, 49.7812394030482, 287.357927951325, 0, 16.3928459393384, 59.9841110927741, 0, 164.891605259111, 0, 20.4909888122476, 0, 
0, eco19, 14, 2108, 0, 0, 0, 0, 1182.38557600568, 0, 37.5810624471878, 0, 9.21366742620884, 318.550264644442, 6595.34746647062, 100.61175563168, 21.9481243734342, 3984.79858820805, 0, 32.865832696151, 0, 0, 0, 0, 233.554822121897, 0, 0, 41.5278208187907, 10666.6118763701, 77.8918244797998, 48.7087018123388, 0, 43.3748720230595, 74.1306659618863, 0, 547.438572907131, 0, 6.02280343506323, 0, 
0, eco20, 15, 39, 0, 0, 0, 0, 4139.72500610352, 0, 0, 0, 0, 0, 2660.69905090332, 497.17333984375, 0, 1791.57717895508, 0, 0, 0, 0, 0, 0, 350.579254150391, 0, 0, 0, 6855.69116210938, 0, 243.531661987305, 0, 0, 318.832794189453, 0, 0, 0, 0, 0, 
0, eco21, 16, 98, 0, 0, 0, 0, 952.440246582031, 0, 0, 0, 10.6964126898318, 59.1350804543009, 13397.6644227943, 0, 0, 2353.057592898, 0, 17.1950359733737, 0, 0, 0, 0, 253.103014264788, 0, 0, 0, 5846.86144474574, 0, 22.6776123046875, 0, 0, 0, 0, 140.291342599051, 0, 0, 0, 
0, eco22, 17, 695, 0, 0, 0, 0, 51.2221105342289, 0, 0, 0, 0.954434138236286, 345.383891987972, 18366.2146933576, 0, 0, 1031.59706442854, 0, 11.8628564958092, 0, 0, 0, 0, 356.744006172016, 0, 0, 25.4004359403103, 9615.43060359818, 0, 2.05839545160746, 0, 61.8752128765737, 0, 14.8904573948263, 7.1824434788107, 0, 0, 0, 
0, eco23, 18, 688, 0, 0, 0, 100.510847269103, 592.207280092461, 0, 0, 0, 0, 377.264211144558, 8663.30921678765, 20.2062345327333, 0, 3067.6163450729, 173.304740617442, 92.7556102220402, 0, 0, 425.759925310002, 0, 302.069554972094, 0, 0, 1.39487124598304, 5435.3701451102, 0, 0, 0, 3.20078180002612, 66.5058778274891, 0, 148.283990638201, 0, 0, 0, 
0, eco24, 19, 567, 0, 0, 0, 126.522901746962, 680.990494662492, 0, 0, 0, 0, 325.215031887909, 14151.5507550921, 25.559814937531, 0, 2859.74087169183, 212.300848824637, 16.509693287037, 0, 0, 540.381770381221, 0, 363.298739317233, 0, 0, 0, 6232.79124921634, 0, 0, 0, 0, 96.0376050838087, 0, 183.205058156708, 0, 0, 0, 
0, eco25, 20, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 68.2986628214518, 14364.8875579834, 0, 0, 2715.50317255656, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2156.6455078125, 0, 0, 0, 0, 0, 0, 167.658226013184, 0, 0, 0, 
0, eco26, 21, 860, 0, 0, 0, 134.60009829499, 2584.9912079922, 0, 116.080795288086, 0, 84.3624206542969, 170.237499538688, 3108.50797399477, 42.7698957753736, 15.4401402673056, 1835.94734743695, 0, 24.0011371346407, 0, 0, 0, 0, 286.247636147433, 0, 16.4113359673079, 0, 6188.2573997675, 207.259067695085, 322.51396165005, 0, 0, 37.0279534805653, 11.4033932353175, 380.606236018691, 0, 0, 0, 
0, eco27, 22, 878, 0, 0, 0, 289.230902043996, 1645.67270620429, 0, 80.6796944168543, 0, 66.5252580577529, 148.591482105994, 4572.49644932497, 59.2856437839517, 38.7992119930328, 2859.19693487597, 0, 17.2525408490644, 0, 0, 0, 0, 49.7457651125271, 0, 6.13940162050425, 0, 4056.87887806121, 148.464658559048, 51.9719151733676, 0, 0, 286.475652551325, 88.7673353051813, 262.669246178282, 0, 0, 0, 
0, eco28, 23, 746, 0, 0, 100.567528077808, 99.859461848282, 861.479993723033, 0, 80.4699423127775, 0, 33.6408761973036, 243.96050933347, 2594.80200013271, 19.2553597826101, 51.2502778081408, 1941.82982450644, 21.1055937145734, 63.0237547437243, 94.3679272649116, 0, 0, 0, 105.938177850227, 160.003676529544, 0, 104.90975164664, 5747.7078480043, 0, 224.821399842127, 0, 0, 4.2587047096232, 0, 81.8720955529098, 0, 14.9340818676169, 0, 
0, eco29, 24, 2644, 0, 0, 7.95328101592417, 3.1515168090451, 151.99714022938, 0, 24.7526543136804, 0, 12.4293912809663, 658.900333745036, 2893.53025804598, 1.51323305785025, 9.20255910899383, 6113.30514234927, 5.46726616933018, 20.1183336405098, 0.618401098900592, 0, 1.41295368696666, 0, 32.6914484252006, 12.4920842781009, 0, 9.45532304472353, 6390.57115262503, 0, 19.6104170240901, 0, 3.14990783783744, 4.4647654938806, 0, 737.526277943206, 0, 4.19256324017823, 0, 
0, eco30, 25, 39, 0, 0, 0, 0, 1653.47732543945, 0, 0, 0, 0, 149.331213535407, 5974.40516075721, 195.046486487755, 0, 3138.69553394807, 0, 94.877444536258, 0, 0, 0, 0, 137.894838773287, 0, 0, 0, 6348.75323251578, 0, 95.416993361253, 0, 0, 126.414947509766, 0, 286.757868840144, 0, 0, 0, 
0, none, 26, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
0, eco100, 27, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
0, eco102, 28, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
0, eco104, 29, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
10, eco1, 0, 32, 0, 0, 0, 195.604565620422, 2685.60356807709, 179.381589889526, 0, 0, 0, 833.877382278442, 2371.30333137512, 2.49461317062378, 389.460844039917, 3004.98522567749, 0, 209.446850776672, 0, 0, 0, 0, 0, 0, 0, 89.3383703231812, 5460.37620449066, 0, 630.015367746353, 0, 0, 0, 0, 0, 0, 24.4974050521851, 0, 
10, eco2, 1, 1239, 0, 0, 0, 0, 1689.56316371422, 215.465213606298, 575.890316178858, 0, 0, 34.3517225017655, 4737.31963520189, 0, 230.717816171962, 249.995748549147, 53.1275186484816, 31.2720250706215, 0, 15.8974300504597, 0, 0, 31.1791175922335, 0, 0, 110.216988256422, 4977.10627168989, 0, 17.4304870285268, 0, 0, 0, 0, 53.7462634070445, 0, 36.8516758017428, 0, 
10, eco3, 2, 689, 0, 0, 0, 0, 1324.87911150175, 26.5946714182551, 2098.90629854465, 0, 0, 4.21376278992142, 3304.4150724591, 0, 36.8007870523262, 1838.86312494153, 3.0336811746672, 3.9795447627761, 0, 0, 0, 0, 19.6912243570403, 0, 0, 13.0172117811848, 12804.0209261115, 0, 8.45321371801014, 0, 0, 0, 0, 578.086462998079, 0, 3.56979897198726, 0, 
10, eco4, 3, 23, 0, 0, 0, 0, 2441.98737899117, 0, 1032.32770040761, 0, 0, 0, 3463.29682723336, 0, 0, 988.738707169243, 0, 0, 0, 0, 0, 0, 8.8479408595873, 0, 0, 0, 7849.76426630435, 0, 0, 0, 0, 0, 0, 312.099842569102, 0, 0, 0, 
10, eco6, 4, 3, 0, 0, 0, 0, 380.6142578125, 0, 0, 0, 0, 365.993906656901, 11499.3377685547, 0, 0, 3703.07722981771, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12650.9274597168, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10, eco7, 5, 44, 0, 0, 0, 0, 738.575208490545, 0, 0, 0, 78.4951130260121, 506.013787009499, 5322.77907146107, 0, 0, 4074.73340797424, 0, 0, 0, 0, 0, 0, 70.9266520413485, 0, 0, 0, 7787.75030864369, 0, 100.217677376487, 0, 0, 0, 0, 0, 0, 0, 0, 
10, eco8, 6, 6, 0, 0, 0, 0, 377.303405761719, 0, 0, 0, 0, 377.211776733398, 5511.27437845866, 0, 0, 3913.04643758138, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7001.29871114095, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10, eco10, 7, 1861, 0, 129.869322992537, 0, 21.2681973481422, 1451.21944191762, 0, 140.026765998623, 0, 49.9440168230076, 1115.14670010525, 3914.03278392236, 13.4015772684744, 38.8644359000327, 2751.44076793902, 0, 121.454685414113, 0, 0, 59.8885199594472, 0, 206.634318737622, 5.90294873925834, 29.3694448865658, 14.4322957772199, 6015.0646261782, 0, 363.229090695225, 0, 0, 17.3667189973711, 19.2296869030952, 158.958820562347, 0, 0, 0, 
10, eco11, 8, 554, 0, 0, 0, 26.112065201632, 2545.3309325621, 0, 83.7349589103396, 0, 0, 430.650973213278, 1584.81989012901, 187.599661176385, 37.5721157914034, 2212.3506182075, 0, 40.0502092382107, 13.985858352606, 0, 106.16111342227, 0, 149.722802626958, 0, 51.5396633836767, 18.7838173876601, 4827.24536975627, 0, 1196.43032458199, 0, 0, 36.6737255068893, 8.48389101544872, 27.5824830093108, 0, 0, 0, 
10, eco12, 9, 71, 0, 0, 0, 0, 1050.67364158093, 0, 240.23246700663, 0, 0, 457.097839355469, 3947.53363552899, 0, 0, 3335.21904529316, 0, 0, 44.764335954693, 0, 932.718328771457, 0, 1003.57669556309, 0, 72.9770739918024, 0, 10404.1246320698, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10, eco14, 10, 1, 0, 0, 0, 0, 388.004547119141, 0, 0, 0, 0, 387.312957763672, 5926.80731201172, 0, 0, 3988.50100708008, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7504.32238769531, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
10, eco16, 11, 3333, 0, 0, 59.7924635114879, 218.346742416551, 1469.55004483603, 0, 126.816888158542, 0, 6.48640022998882, 245.451237263924, 8033.72330101968, 64.5949227475848, 81.1484592001681, 1560.42996323863, 0, 39.8222819047041, 12.2500152587891, 33.8623496535445, 23.0605778687, 0, 46.4817157577116, 0, 30.2800492207424, 30.0817479117297, 9464.29192556707, 0, 307.30358267417, 0, 0, 0, 6.78626866287703, 285.513056276941, 0, 14.0947104933882, 10.021686333062, 
10, eco17, 12, 7434, 0, 0, 13.4045444639389, 78.08735653916, 1062.00154984392, 0, 379.496025732008, 0, 34.2463206398189, 335.714782404906, 11951.8923086475, 27.8847420806361, 105.007613815542, 1236.01644593222, 4.57726302825542, 25.6208177796929, 20.2907197796788, 30.5440985613175, 110.789961986526, 0, 162.909790204471, 9.04316257397783, 23.9946977693867, 21.2140337355457, 18401.9966654907, 0, 167.127942915402, 0, 10.0571069935493, 5.10170735868998, 4.93267443656665, 65.34022530215, 0, 12.4827616201282, 0.503282712741921, 
10, eco18, 13, 2972, 0, 0, 79.695824244462, 0, 1701.21601901561, 0, 62.2759653453391, 0, 44.7061011723843, 286.921520679828, 6278.97670987156, 130.249876137858, 63.6714703443073, 3037.97013436264, 0.0222897536019778, 53.7968611069034, 9.88207001512817, 0, 23.7688323748705, 0, 384.767688744161, 119.466595615064, 13.6550086112555, 103.472444008048, 8962.70494751141, 55.2674134204397, 348.563959325788, 0, 19.7281844991373, 75.2643649061467, 0, 197.213414307719, 0, 28.1674956248554, 0, 
10, eco19, 14, 2108, 0, 0, 0, 0, 1312.47465912531, 0, 42.3466986524086, 0, 13.0003172496238, 398.065716470215, 7282.01072778286, 118.25534297212, 26.6194507519253, 4551.3762500734, 0, 29.819425513215, 0, 0, 0, 0, 275.783905627379, 0, 0, 51.1157581104952, 11390.4419591422, 87.5932018996642, 78.3896743957187, 0, 50.3363529255992, 86.5070860716152, 0, 628.500325563058, 0, 10.5292479715944, 0, 
10, eco20, 15, 39, 0, 0, 0, 0, 4821.28579242413, 0, 0, 0, 0, 0, 3145.96629920373, 597.487140362079, 0, 2198.41645460862, 0, 0, 0, 0, 0, 0, 438.725075061505, 0, 0, 0, 8131.38957957732, 0, 395.968551244491, 0, 0, 373.128069755359, 0, 0, 0, 0, 0, 
10, eco21, 16, 98, 0, 0, 0, 0, 1108.81072188397, 0, 0, 0, 16.9477592001156, 66.767919112225, 15318.6505883665, 0, 0, 2721.81286605524, 0, 18.1697714669364, 0, 0, 0, 0, 315.416769903533, 0, 0, 0, 6935.73385184152, 0, 32.3320825537857, 0, 0, 0, 0, 156.965466557717, 0, 0, 0, 
10, eco22, 17, 695, 0, 0, 0, 0, 55.1801834216221, 0, 0, 0, 1.38200453065282, 383.276715241576, 20033.2623605852, 0, 0, 1035.46068940746, 0, 14.8477788691898, 0, 0, 0, 0, 409.010084530947, 0, 0, 38.3924030990052, 11204.9341459645, 0, 2.31729580446971, 0, 75.735829832228, 0, 18.4959161552594, 8.65982591368312, 0, 0, 0, 
10, eco23, 18, 688, 0, 0, 0, 133.211920050688, 690.461457540823, 0, 0, 0, 0, 454.214135946229, 9719.49526041608, 0, 0, 3637.43012465987, 214.459513087605, 101.993753078372, 0, 0, 521.642894434374, 0, 357.424671758053, 0, 0, 2.18142338686211, 6514.41110411356, 0, 0.155114484387775, 0, 3.92524563988974, 77.3420780093171, 0, 178.706990441611, 0, 0, 0, 
10, eco24, 19, 567, 0, 0, 0, 163.005020706742, 770.606934885499, 0, 0, 0, 0, 401.317943969942, 15239.6049134054, 0, 0, 3280.8893218133, 252.250115988326, 17.779350267306, 0, 0, 604.988842488176, 0, 382.79125923076, 0, 0, 0, 7035.41058957808, 0, 2.80067603970751, 0, 0, 110.643860132396, 0, 225.897066331625, 0, 0, 0, 
10, eco25, 20, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 83.6262919108073, 16528.4702250163, 5.81142489115397, 0, 3243.06067021688, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2604.81016031901, 0, 0, 0, 0, 23.3296928405762, 0, 187.449854532878, 0, 0, 0, 
10, eco26, 21, 860, 0, 0, 0, 161.077163376919, 2990.90457898517, 0, 131.64648597185, 0, 80.5780537450036, 212.390019509959, 3673.86355750505, 71.2062913229299, 22.6241057639898, 2222.09690392073, 0, 26.5297712104265, 0, 0, 0, 0, 350.258742234873, 0, 26.1414212249046, 0, 7223.97346104467, 234.047539005723, 353.638199069888, 0, 0, 39.3261416058208, 14.0708101139512, 452.376344973542, 0, 0, 0, 
10, eco27, 22, 878, 0, 0, 0, 332.571317529352, 1913.06749740983, 0, 91.5926839702493, 0, 69.4750391931903, 178.280577570539, 5432.84170629549, 81.8791203249017, 45.2006234623034, 3416.27348773382, 0, 24.1866875476881, 0, 0, 0, 0, 65.4487929463658, 0, 10.1641745860593, 0, 4764.58411635136, 168.927885781117, 72.4001067211525, 0, 0, 289.296207553977, 110.439865068857, 312.776426884471, 0, 0, 0, 
10, eco28, 23, 746, 0, 0, 124.758424406077, 110.671818546571, 968.364908335995, 0, 91.404915571852, 0, 21.1671911244738, 293.597642995717, 3055.88261266304, 20.7278629538201, 60.6230122665937, 2324.65439280828, 10.7202699983408, 79.1696754690789, 126.466159933054, 0, 0, 0, 129.350182193214, 189.828321441569, 0.100673072139955, 128.613911646621, 6864.51630878193, 0, 259.519501821605, 0, 0, 5.38299412254354, 0, 99.0758968690765, 0, 17.5560907767861, 0, 
10, eco29, 24, 2644, 0, 0, 9.57076092603167, 4.78469051932423, 168.631573733331, 0, 28.4056161485173, 0, 8.84306519547317, 814.976425251694, 3162.08860444085, 5.47630344035947, 10.7985813065845, 7193.93273220264, 6.6195649465887, 22.3845800264159, 0.811460497880667, 0, 1.63614102823832, 0, 39.3848015075372, 14.7341058589687, 0, 10.955863739106, 6758.59493245227, 0, 22.577262820707, 0, 4.98026154874493, 7.47481020856733, 0, 893.175271594759, 0, 4.77280997364315, 0, 
10, eco30, 25, 39, 0, 0, 0, 0, 1911.91859083909, 0, 0, 0, 0, 185.034865941757, 6941.22098091321, 235.054038023337, 0, 3739.707226093, 0, 103.71735558143, 0, 0, 0, 0, 172.189632317959, 0, 0, 0, 7528.06752914038, 0, 155.005572196765, 0, 0, 162.241288992075, 0, 362.821225679838, 0, 0, 0, 
10, none, 26, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
10, eco100, 27, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
10, eco102, 28, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
10, eco104, 29, 0, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, NaN, 
20, eco1, 0, 32, 0, 0, 0, 246.444740772247, 2743.71368741989, 197.408693313599, 0, 0, 0, 903.789866924286, 2756.21773004532, 8.09848248958588, 494.614198684692, 3242.53994083405, 0, 210.590798377991, 0, 0, 0, 0, 6.79290771484375, 0, 11.9644572734833, 95.742283821106, 6521.71369934082, 0, 698.546282291412, 0, 0, 1.28802299499512, 0, 0, 0, 26.3201284408569, 0, 
20, eco2, 1, 1239, 0, 0, 0, 0, 1747.25149115254, 237.371928241967, 621.944069530619, 0, 0, 42.0741271726348, 5464.61217458754, 0, 271.92065809002, 272.38630886863, 66.8096726781616, 31.6262201612471, 0, 18.4278104349526, 0, 0, 38.6744861063984, 0, 0, 118.349858466419, 5716.84751041095, 0, 39.4766051944366, 0, 0, 0, 0, 57.7261559191589, 0, 40.550806496584, 0, 
20, eco3, 2, 689, 0, 0, 0, 0, 1285.79384607501, 29.216917262195, 2316.45149414771, 0, 0, 5.16048933009797, 4010.6179900813, 0, 47.0792729747313, 1924.83241761406, 3.76575495438929, 4.01621457834894, 0, 0, 0, 0, 27.3112493218808, 0, 0, 13.9106202146311, 15379.8468481321, 0, 19.950421575538, 0, 0, 0, 0, 605.773225360754, 0, 3.8248558542725, 0, 
20, eco4, 3, 23, 0, 0, 0, 0, 2418.13720172385, 0, 1126.65336011804, 0, 0, 0, 4125.5808397376, 0, 0, 1070.96518607762, 0, 0, 0, 0, 0, 0, 13.6957914932914, 0, 0, 0, 9235.45404583475, 0, 0, 0, 0, 0, 0, 348.412659354832, 0, 0, 0, 
20, eco6, 4, 3, 0, 0, 0, 0, 428.940999348958, 0, 0, 0, 0, 419.642567952474, 13247.6883544922, 0, 0, 3399.93077596029, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14867.2946777344, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
20, eco7, 5, 44, 0, 0, 0, 0, 832.583903225985, 0, 0, 0, 64.5512369329279, 591.260971762917, 6049.51255174117, 0, 0, 4327.45930827748, 0, 0, 0, 0, 0, 0, 79.3592754710804, 0, 0, 0, 8959.37331182306, 0, 99.0920361605558, 0, 0, 0, 0, 0, 0, 0, 0, 
20, eco8, 6, 6, 0, 0, 0, 0, 459.635009765625, 0, 0, 0, 0, 459.582336425781, 6059.34254964193, 0, 0, 4188.57390848796, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7801.7374420166, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 
